,股票代码,p-value,时间长度,adf统计量,置信
484,WAT,0.6348174422478213,3997,-1.287618971852441,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
485,WEC,0.2320963474797429,3997,-2.1313512770178753,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
486,WCG,,2889,,
487,WFC,0.2430762702390648,3997,-2.1035830797001407,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
488,WELL,,0,,
489,WDC,0.7445795348167998,3997,-1.0235468892061046,"{'1%': -3.4319978298121763, '5%': -2.862268121070097, '10%': -2.5671575868492806}"
490,WU,,2321,,
491,WRK,,117,,
492,WY,0.5229271770888145,3997,-1.5213448309316564,"{'1%': -3.431989977946622, '5%': -2.8622646525483564, '10%': -2.56715574035339}"
493,WHR,0.6970958403065082,3997,-1.1442769634986103,"{'1%': -3.431989977946622, '5%': -2.8622646525483564, '10%': -2.56715574035339}"
494,WMB,0.3562752147334919,3997,-1.84929872902264,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
495,WLTW,,0,,
496,WYNN,,3311,,
497,XEL,0.7618103836973017,3997,-0.976298640653032,"{'1%': -3.4319903893367205, '5%': -2.8622648342780708, '10%': -2.5671558370986496}"
498,XRX,0.00833753733634349,3997,-3.4866164986909225,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
499,XLNX,0.01750875911935769,3997,-3.2452810898708115,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
500,XYL,,1053,,
501,YUM,0.3212920124862354,3997,-1.9230598026299062,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
502,ZBH,,120,,
503,ZION,0.7331333687340006,3997,-1.053817638774912,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
504,ZTS,,727,,
